id_ulasan,nama_pengguna,isi_ulasan,bintang,tanggal_ulasan,jumlah_like,sentimen
99a4aff8-ee70-4c14-a973-e7e19db7657d,Wawan Septianto,saya tidak bisa masuk ke akun saya sedangkan di akun saya tersebut ada saldonya.,1,2026-02-25 15:30:55,0,Negatif
d906d99d-ed50-4b43-adc9-28251d911efd,raja pangkat,sanggat puas dengan layanan dana,5,2026-02-25 15:30:05,0,Positif
bf0d2f32-5c3d-48e7-9b76-cb2fd5eeac48,Dzakiyus Shofi,saya mau masuk akun saya gak bisa harus kode otp tapi nomer yang terdaftar di dana hilang padahal saldo dana saya masih banyak gimana,5,2026-02-25 15:20:11,0,Positif
07d1ba3f-29da-4eae-bab1-2ca756c845da,Ade Chandra,baik,5,2026-02-25 15:19:07,0,Positif
1b3b1164-7a3e-4ead-b352-987e6d81a859,Wawan GiFo,oke lah,4,2026-02-25 15:18:43,0,Positif
5de0c6cc-6d27-444f-a4d9-7fabe079673a,Chen Bei,"udah daftar DANA Bisnis, sampai sekarang gak bisa di cetak berkode nya. nunggu dah berbulan-bulan.. payah !!",3,2026-02-25 15:17:46,0,Netral
51db143d-a032-4b58-96d5-7236b03de502,Rohi majh,cukup baik,5,2026-02-25 15:15:26,0,Positif
2362ba0b-da2e-4861-b0a5-d9bd1c7be975,Rafli Herdiansyah,sangat membantu,5,2026-02-25 15:13:12,0,Positif
ee9eaf25-180d-48d4-9780-c8aeee57efa0,Marni Utamy Juliana,Dana gimana si aku mau up ke dana plus tapi pas yang foto KTP sama selfie muka ga bisa di bolak balik kameranya kamera belakang Mulu masa kita mau selfie nya susah terdeteksi wajahnya karna kita ga ngeliat,1,2026-02-25 15:11:17,0,Negatif
a5e83e72-eff4-4a53-bf0c-c2127276cacf,Somad Usu,tolong di bantu bosku akun saya kenapa tiba2 di tangguh kan,1,2026-02-25 15:11:09,0,Negatif
6c977078-1a84-4e90-aace-3853823c2a5f,septyani kurniawan,ka tolong dong saya sedang melakukan transaksi tapi sampai saat ini belum masih pending,4,2026-02-25 15:09:15,0,Positif
0ef8df60-56b5-4533-b6ca-2eb011b49c93,Putra Damanik,"bagus , cepat dan aman",5,2026-02-25 15:08:36,0,Positif
853d22d9-964c-4579-899c-f84753d7114f,Siena Guilori,"simple, praktis.",5,2026-02-25 15:08:10,0,Positif
339b3f6d-de29-403d-b646-48d04bb432b3,Ela cahya Lailatul jannah,ini sangat praktis,4,2026-02-25 15:05:49,0,Positif
dffc1a54-ed31-4aa5-9502-7350816a5488,effendi,"ini kenapa makin sering update makin error, ga bisa isi saldo pelanggan, buka lemot, transaksi gagal sendiri, mau chat diana juga ga bisa, makin kacau. padahal sudah bersihkan chace, aplikasi saya banyak yg saya hapus, tetap saja. masak hp gue cuma tinggal apk google, dana , livin dan WA pun masih saja error",1,2026-02-25 15:04:16,0,Negatif
4214b404-32e5-40ee-bbef-3f5cc4b96d79,Andryan 022,Aplikasi nya bagus cuman pas saya mau daftar lama malah loading terus,2,2026-02-25 15:03:54,0,Negatif
4b8cfa16-9cd9-4e71-a3ab-bf46ad25241f,Asep Ridwan Sholihin,PRAKTIS,5,2026-02-25 15:02:09,0,Positif
c93f9320-6f35-4d50-9809-c9fcec4e0fce,bocil minicraft,gampang ilang saldo aplikasi apa ini cok,1,2026-02-25 15:02:05,0,Negatif
29e4db15-8486-49a7-ad7d-28db67fe7164,HeʀuL Rezky,gila ni apk baru aja isi dana niat mau top up game malah hilang sendiri saldonya padahal gw belum lakuin transaksi apapun,1,2026-02-25 15:00:09,0,Negatif
c292c0db-a168-4dba-8f83-08a39781e86f,Nanang Priyanto,baik,5,2026-02-25 14:58:41,0,Positif
9fb28097-697d-4f7d-961c-d415f921ad3a,Klw Kendal,sopir,1,2026-02-25 14:54:23,0,Negatif
ada6f5dc-4341-4dfa-9c2f-8a62a6fa24ed,Sri Yastuti,dana aku suka,5,2026-02-25 14:53:49,0,Positif
f0951c81-f371-4466-9c33-2a9621f60146,Bobby slamet,sangat membantu dan mudah digunakan.,5,2026-02-25 14:53:33,0,Positif
4b6abf09-f50e-4cbd-9cf8-d9545a426c38,jihan Erdawati,"Jangan coba-coba pakai aplikasi ini, uang saya tidak bisa ditarik dan tidak bisa digunakan",1,2026-02-25 14:49:25,0,Negatif
91758490-6d69-4691-a073-c3547bb11ba1,Nurriya Dinnata,semoga amanah terpercaya.,5,2026-02-25 14:49:24,0,Positif
f4db86f1-5377-45fa-8f14-1ae709a0042a,Rapael Mahardika,makasi sangat membantu apliksiya,5,2026-02-25 14:49:20,0,Positif
cd2b7ee9-93e4-4952-a52b-866ce198eb66,Ranti Ramadani,ga lagi lagi pake dana banyak malingnya. saldo sering ilang di dana 500rb 100rb. cs nya dimintain bantuan buat kembaliin saldo yg hilang malah gabisa tanggubg jawab.,1,2026-02-25 14:48:40,0,Negatif
a1ba62e8-d544-48da-b185-62bb7ffbdffd,Tupal Sibarani,keren,5,2026-02-25 14:46:41,0,Positif
0a94191a-028d-4b3f-bd83-1acdf57843d3,Riyanto Riyanto,baik,5,2026-02-25 14:43:05,0,Positif
e4b8148c-42da-428a-a863-f40fb474ef1b,Sivi Artoni,"tiba tiba transfer dikenakan biaya admin,lumayan besar lagi,setelah sekian lama bebas biaya admin👎👎",3,2026-02-25 14:42:05,0,Netral
3b6a0cb8-7496-498b-941c-f1d6996f8a54,Achmad Arya Yudhistira,"Saldo saya hilang,, tapi jawaban dari Diani di aplikasi malah gak jelas muter muluk.. aplikasi saya sudah saya upgrade ke premium tapi tak tau kenapa malah jadi non premium, saya coba masukan ulang tapi gagal terus. . dan gak ada solusi dari pihak dana.!!!!!!",1,2026-02-25 14:39:21,0,Negatif
5da04f90-d184-46c0-8d38-108e33877610,Diky Saputra,cukup membantu,5,2026-02-25 14:36:12,0,Positif
2b42e893-8d12-4b34-b5d6-4065dce6371d,Ken Mahesa,bagus,5,2026-02-25 14:34:10,0,Positif
0f8d8b38-2383-4030-9302-48be1142f203,Budak Bod,bguss bet,5,2026-02-25 14:33:37,0,Positif
d436ba66-ec4e-420f-baef-e2fada3c7ec8,Rizal Shakira,biaya admin gak NGOTAK,2,2026-02-25 14:32:52,0,Negatif
3e400474-6ffd-48ae-8868-3b290cd7e70d,Arifa Vindya,min saya udah upgrade ke dana premium kok tetep gabisa kirim uang ya?,1,2026-02-25 14:32:51,0,Negatif
6c6e4d1e-3b86-4a18-8f62-f02ec64a1ed8,Didi Djb,apakah saya bisa memakai fitur dana instan kok belum muncul,5,2026-02-25 14:32:51,0,Positif
989f33fd-edcd-468a-8924-e1cba0f61df6,Desi Wanta,"transaksi saya setiap bulan tidak pernah di bawah 5 JT ,mohon bantuan agar dana instant di munculkan di akun dana saya.terima kasih",4,2026-02-25 14:31:07,0,Positif
14220fb1-e10d-4b41-86bb-d0c3d47e6158,Rien Pramana,mantap,5,2026-02-25 14:30:16,0,Positif
b6e76612-2575-4c06-b52e-4eed2fd43738,Virgo 12,mantep,5,2026-02-25 14:29:59,0,Positif
fe953436-b90b-488d-b042-76be35419ab6,Sukma Febrian,Sangat baik,5,2026-02-25 14:28:03,0,Positif
2f07cd2a-f096-4105-90b1-6660d9b406fc,Dimong Dimong,asu,1,2026-02-25 14:27:58,0,Negatif
056b5f09-9b09-4918-8934-cebb9e81b03b,fathurohman fathur,"Hallo, Saya memiliki kendala untuk memindahkan akun premium semua syarat untuk pemindahan akun sudah saya lakukan, kenapa masih ada kendala?",5,2026-02-25 14:27:45,0,Positif
ca977429-b941-43f7-bdae-a8d533ff6346,Jelitaa Abigel,sangattt baguss di pakee,5,2026-02-25 14:27:34,0,Positif
4f231a0d-ab24-452d-8d31-4b7f0797ab56,Sony Saputra,bagus,5,2026-02-25 14:25:10,0,Positif
8615600a-cdfa-415f-9a02-a94dc37f6227,rusni rusni,bisa membantu saya,4,2026-02-25 14:23:13,0,Positif
2fc710f6-6e18-4df5-8b6a-aaddcc11c39a,Bima Joko,harus pakek ktp jadi nya aku kasih bintang 1,1,2026-02-25 14:23:02,0,Negatif
9d89ae77-c487-44ea-a35d-9edccb82eae0,Meli Meliawati,"memang loading nya lma bener,susah tuk masuk kembangin lgi min biar nyaman",3,2026-02-25 14:22:18,0,Netral
35023e64-106d-4120-8cc0-d5658ed711bb,Ni'mal Faqih,"duit gua ilang, gua lapor costumer service kagak paham"" tu bot",1,2026-02-25 14:22:16,0,Negatif
88b3f55e-29b3-4932-95dc-86b65ec165cc,Ripall,murah benget,5,2026-02-25 14:21:12,0,Positif
de3cf641-c0fe-46de-817b-1b1b207f1f00,DENI WAHYUDIN,ya Aplikasi ini cocok Berguna utk Penyimpanan Uang di Ponsel Androit utk Keluar / Masuk Uang.,5,2026-02-25 14:20:52,0,Positif
ded27bd3-2ccc-4685-b948-63495fefc542,Zona Trans,sangat baik. membantu kerjaan saya,5,2026-02-25 14:20:16,0,Positif
e537af11-f0e7-4a38-8650-d2e9759d65f8,Edot Etin,bagus,5,2026-02-25 14:20:11,0,Positif
759fe6e2-4dfe-4fe0-bd55-ed9c1a225aa0,Sultan Muria,e wallet taiikk.... gak setiap apk dana ada fitur dana cicilnya. minta akses fitur dana ciccil ke diana gak bisa juga. pertanyaanya muter2 mulu. mending pake gopay bisa ojol & pesan makanan. e-walet gak ada guna... ngabisin waktu aja..,1,2026-02-25 14:19:20,0,Negatif
43f8d321-1651-45bd-9fce-671a0641eda7,Evan,woi scam tiba tiba di kick suruh masukin otp ga masuk masuk,1,2026-02-25 14:19:10,0,Negatif
e8d3c523-602a-4ba6-ae66-029c5a816e6a,Syafri Purina,kadang klau login ada kendala,5,2026-02-25 14:18:31,0,Positif
c652709c-0af3-4f93-b65f-ce3a1d7c0235,Nau Rara,semoga bisa diandalkan amin.,5,2026-02-25 14:18:13,0,Positif
5d3426f7-557c-43ac-9682-9a587082de46,Febby Hanna,keren,5,2026-02-25 14:17:38,0,Positif
04e9077c-6821-499c-8f44-a3697a7e916f,Robbi'atul Adawiyah,Aplikasinya sudah bagus tapi mengapa QRIS tidak bisa diunduh? padahal saya punya usaha dan memerlukan QRIS untuk mempermudah proses pembayaran 😑 mohon solusinya kak!! 🙏🏻,5,2026-02-25 14:15:08,0,Positif
727caca6-c6a7-4d24-b4f1-bf7ed19daac6,Ndaru Ilham,udah dua kali kok Kelong sendiri saldonya,1,2026-02-25 14:12:53,0,Negatif
ded9bfff-c561-4c3c-a8cf-b6a232c01159,Dita Oktavia,"kenapa notifnya sekarang kek ""tutt"" gitu ya, biasanya tu kan kek ""tulingggg"" kitu ini kok cuma ""tut"" kaya tikus kejepit rusak gitu",2,2026-02-25 14:12:38,0,Negatif
919b5baa-2900-44bd-a00c-d43768566c99,Asril Rull,gampang buat di pakai transaksi,5,2026-02-25 14:11:21,0,Positif
9cbee184-2001-4ad0-9cd9-495040066572,Ayu Purnama,sangat puas dengan aplikasi dana ini,5,2026-02-25 14:09:53,0,Positif
8074aa86-1e8e-433f-8a4a-a193c6444813,Alfiana Aprilia Rahmadini,saldo nyakooooootttt terooosss mana lama lagi baliknya,1,2026-02-25 14:08:00,0,Negatif
fb79093c-a842-45c4-8a6b-20842b739af2,Harusviral,tolong muncul kan fitur dana instan saya,2,2026-02-25 14:07:41,0,Negatif
29525c1e-b21d-4125-98a6-bb7d25dac527,Sunarto Z,👍,4,2026-02-25 14:07:25,0,Positif
ec7665ac-52f6-43df-9815-6a8038ab2384,Joko Triyono,mantap....cepat prosesnya👍👍👍,5,2026-02-25 14:04:52,0,Positif
1e85122b-3152-4dda-9538-dc1fac2d4cdb,Iwan Ahmad,Bugis bnget,5,2026-02-25 14:04:30,0,Positif
3bd145ec-f92c-40f6-806f-88376b8bb958,Heny Dwi aseh,tolong kak dana cicil saya tidak pernah muncul padahal saya sering teransaksi,5,2026-02-25 14:04:12,0,Positif
ea055775-0bf0-4523-b95a-ecbe8ac53d3b,black Orchid,notif apps nya sangat annoying suaranya mengganggu,1,2026-02-25 14:03:48,0,Negatif
707a9658-9d0a-49de-8603-5431222b8fff,Fahri Rosyi,opo gak suport hp kentank huhu,5,2026-02-25 14:02:52,0,Positif
a6780a2d-7699-4e3a-b3ba-9e9368c94317,Fanzy Aditya,ngapa notif nya berisik gajelas bet sekarang kaya scan barang,1,2026-02-25 13:59:59,0,Negatif
e59ccfb3-8b9c-4bb8-815f-2291e534ceef,Dedi Ahmad,mohon maaf ..kenapa beberapa hari ini aplikasi ini susah untuk login . dan selalu keluar sendiri ..mohon perbaikannya,5,2026-02-25 13:59:53,0,Positif
a495d8f8-5d81-4a75-804f-ffdb5f78e67f,Ahmad Sopian,oke boss kuh....GASSSS terussss pake akun DANA yaaaa.,5,2026-02-25 13:58:03,0,Positif
52fb385b-09ad-4873-9dd1-c4255b46c4c5,Doni Wijaya,mantap,5,2026-02-25 13:56:50,0,Positif
589908a7-5989-44d1-846b-72612997f126,Huzai Huzairi,APLIKASI DANA SANGAT MEMBANTU,5,2026-02-25 13:56:31,0,Positif
1f1446b4-5ea3-4b16-b5c5-5493662eec19,Mu Adin,seharusnya grafik emas digital bisa di Gonta ganti kaya yang lain pasti bagus,5,2026-02-25 13:54:38,0,Positif
546d3efb-2753-4ef2-a56e-520211d6b639,Julia Nisa,keren fitur nya lengkap,5,2026-02-25 13:54:28,0,Positif
0dbd2c93-d8c6-48cb-9eed-585fa2e0f591,qalby game,"saya membeli premium pass namun hadiah tidak bisa di klaim, aneh sistem eror Mulu tulisan nya",1,2026-02-25 13:54:24,0,Negatif
73490054-7bfd-43d0-a80d-c64ae957242a,lia lestari,keren,5,2026-02-25 13:53:09,0,Positif
542f7de1-36ee-4123-b24e-caefe8d7615c,Edy Yussar,bagus,5,2026-02-25 13:50:22,0,Positif
85df2ee0-3983-47ef-9d12-31a4be9aaf3f,Ardi Bakso,puas bnget,5,2026-02-25 13:48:18,0,Positif
c7c918c0-8d90-4318-9383-7e4fcca29320,WULAN Keysha,fitur hapus file berkas transaksi tidak ada,3,2026-02-25 13:44:48,0,Netral
4e227dbd-d6af-4659-92f7-318233056a54,Ike Yuniarti,bagus,5,2026-02-25 13:41:17,0,Positif
81437be3-f3ca-440b-b552-9d709ebf05f1,Ilhamm Nugraha,sangat membantuu,5,2026-02-25 13:40:39,0,Positif
9053f6b0-e2ce-4257-977c-507400b2c7d9,Tmyzt,cukup baik,3,2026-02-25 13:39:54,0,Netral
0e088bb5-1594-44a5-ac1d-f2be650a910a,Nanawww,ok,5,2026-02-25 13:39:16,0,Positif
b206015e-5f90-4dcc-b3b2-85bc6b5b6c85,Mas ihsan Gadoh,saldo hilang tidak ada prtanggungjwabpan,1,2026-02-25 13:34:19,0,Negatif
754803c6-2888-4260-ad81-efd9b5bf4adf,Winarni Wulandari,dengan dana semua lebih mudah dan praktis,5,2026-02-25 13:33:40,0,Positif
e2418caa-68c3-474a-8f4d-5ecfe4fc6427,Haris Fadillah,👍👍👍👍,5,2026-02-25 13:33:08,0,Positif
d9ecb4aa-8eca-4008-b526-ece7b5be7fd7,Zainularifin Arifin,ok,2,2026-02-25 13:33:07,0,Negatif
ea3f2e81-3337-4bb7-9168-050006522eb1,Faygar Fay,bguss kali,5,2026-02-25 13:30:36,0,Positif
f215cdba-cf04-4d0a-83f3-e474a8dd6dc7,Mega Khoirun Nissa,"aplikasi dana bagus dan mempermudah segala transaksi online. tapi sudah 2 bulan ini akun dana saya belum juga diupgrade ke premium pdahal saya sudah mengajukan dana premium dan sampai sekarang statusnya ""dokumen lagi dicek"". dan pas saya mau hapus akun dana malah ditolak",5,2026-02-25 13:30:07,0,Positif
3b01e475-ae93-4b02-8c18-921ac09b3674,Pradipata getrano,mntap,4,2026-02-25 13:27:45,0,Positif
3c54dc7e-e1d8-46dd-bf86-c6665f2e561f,Ganda Ramadan,Kepada pihak dana mengapa saya tidak bisa make dana cicil saya padahal sudah saya bayar kan tolong di aktifkan kembali fitur nya,2,2026-02-25 13:25:53,0,Negatif
9e3148aa-ca3c-44f0-8cfe-ab85b0934ffc,Yupahrizal Yupah,"cepat, simple, aman",5,2026-02-25 13:25:28,0,Positif
e13926c1-e87a-4191-b44d-1e44f570c5ef,Toni Toni toni,sangat bagus,5,2026-02-25 13:23:44,0,Positif
97cf5166-8dbf-40fa-88f3-6feab817b183,Maulana Maulana,"apk t4i,tiap hari minta update",1,2026-02-25 13:23:12,0,Negatif
bd0a5487-f22a-4ec4-ade9-5d535c48bf2c,Zahira rahmat Azzahra,bagus,5,2026-02-25 13:20:35,0,Positif
8c6d281f-f295-490f-ae8d-11f25bac2e9d,Semangat 112,baikk,5,2026-02-25 13:20:29,0,Positif
27d7cb27-bb5f-492e-b93b-7882a73e475a,Lila Akbar,sangat bgs,5,2026-02-25 13:19:56,0,Positif
834b8e4c-1c99-42eb-9491-2c7aef37398e,Saripah Saepudin,pengusaha,5,2026-02-25 13:18:48,0,Positif
f304d17f-7ba1-46e1-9f2e-4e2361bc5ad2,クリスティアンティデボラ,permisi. saat ingin daftar aplikasi dana kenapa tidak bisa masuk...? tolong di permudah.,1,2026-02-25 13:18:02,0,Negatif
32aee5eb-4c8b-4c18-bc9c-54e03ab63f53,Sugandi Sugandi,mantap lancar sukses,5,2026-02-25 13:16:38,0,Positif
c5c5a8e9-0726-413c-b8f2-1cbebd278e69,bayu setyawan,"sering eror terus, jaringan lacnar aja, giliran buka dana malahh gabisa",1,2026-02-25 13:15:58,0,Negatif
4cda327f-18d2-45f2-83ca-77501606961b,Gunawan Igun,mantaap,5,2026-02-25 13:15:02,0,Positif
f81823dd-2ce6-49ea-b544-43bb67a45293,Sandri Clauu,kirim uang ku ke rek gak bisa,5,2026-02-25 13:12:42,0,Positif
8d193b6a-b75b-4b52-93bf-971e22e41af3,Rafly Styawan,sangt bagus puas,5,2026-02-25 13:10:31,0,Positif
e9744e40-ec4d-4c37-9818-561e34d07c3d,Wawan Juanda,mantap brayy,5,2026-02-25 13:10:31,0,Positif
7fb03d45-7f57-49a2-bd8a-06055cb050c7,Tri Enissanti,bagus,5,2026-02-25 13:10:10,0,Positif
15fbafca-5926-4534-a11c-024355016a75,Har Yana,"aplikasi ga jelas,duit suka tiba tiba ilang",1,2026-02-25 13:10:05,0,Negatif
e444910d-8666-4b3b-bc58-93c9c6649df9,Arief Cah porjo,sangat puas,5,2026-02-25 13:06:49,0,Positif
d7a9e6ff-5681-4965-b32c-5f21d12be83e,Abd Kadir Bahrun,aktifkan dana cicil saya dong,2,2026-02-25 13:05:32,0,Negatif
ffbff0c6-ad52-4916-afea-93180db7ec88,Lila Yuni Widya ningsih,sangat membantu pembiayaan,5,2026-02-25 13:04:11,0,Positif
9bf32e98-1051-41ce-83bf-cb25c36e8a74,Abdul Salam Ghozali,"Saya kecewa, karena akun DANA dipergunakan untuk berbagai macam tindak pidana kejahatan/penipuan. Saya sudah lapor ke pihak DANA, namun sepertinya tidak ada solusinya. Secara tidak langsung, DANA mendukung praktek penipuan dari orang2 yang tidak bertanggung jawab.",1,2026-02-25 13:02:41,0,Negatif
34cc22d7-a52c-4a88-bc53-03ec4bba1fb3,Nurhayati,bagus,5,2026-02-25 13:01:14,0,Positif
849588d9-f0e5-48a0-9937-ec4da48ccf75,Basori,Aplikasi DANA memang bisa membantu 👍,5,2026-02-25 13:00:41,0,Positif
978df35c-a466-4630-ac5a-8d020d4edb05,Darissaris Saris,saya menyukai ini,5,2026-02-25 13:00:35,0,Positif
e984e7d3-cad8-4b98-96e6-1708ac87bfaa,Dede Lekik,bagus,1,2026-02-25 12:59:51,0,Negatif
6a0cfaaf-019e-4096-a255-b8d44637575e,Marcel Kompani,sudah 3 bulan saya chat Diana hlp minta akseskan dana cicil,5,2026-02-25 12:58:24,0,Positif
ff676dda-10e8-499c-9f1a-5d6ca686cdbc,Sky,eventnya ngebug mulu gk bisa diclaim,2,2026-02-25 12:57:07,0,Negatif
d37754d9-d597-4961-a0a3-9b8e41d8f9b6,David Alilo,bagus,5,2026-02-25 12:55:51,0,Positif
eacfccbd-0efa-45a9-97f5-924343e31a52,Andri saputra,"update terus,,, limit dana cicil tidak tersedia,,,, limit dana cicil ada tapi tidak bisa di gunakan sudah 5 bulan,,,,kocak",1,2026-02-25 12:55:49,0,Negatif
28e45aeb-a182-4d7a-a862-1d9ea8f2a5c7,Azis Rahadika,ok,5,2026-02-25 12:53:32,0,Positif
f54d83f1-b71e-4382-a773-c0c0e8f8ff75,Kentir Ketulungan,Mantap,5,2026-02-25 12:50:29,0,Positif
240b2f28-2d8c-43ff-a9c0-a0caac44a39f,Jaro Mauda,mantep,5,2026-02-25 12:49:05,0,Positif
2b0ca730-fd29-45c8-8ab8-9bc6f53fee56,Si roh,baik,5,2026-02-25 12:47:14,0,Positif
b7a7fc49-7557-44c2-b0d2-a3f95215b2ce,Griya Mawar,mantap,4,2026-02-25 12:46:34,0,Positif
bc32c054-0992-42de-8154-6a2742fd09e7,Lompoh Lompoh,baik,5,2026-02-25 12:46:18,0,Positif
d6035c10-cbc2-4017-94f8-3e307847c280,Mutiara Alecia,mantap,5,2026-02-25 12:44:51,0,Positif
bc60fecf-fbee-4406-bcbd-e11ce683d302,Henny Susanti,sangat sangat memudahkan kita untuk TF Keman aja,5,2026-02-25 12:41:54,0,Positif
e7882ed6-1922-4295-996e-ca1b633246a1,Hamidah Sahbirin,"kami kasih bintang terbanyak, jaga akun kami dengan baik lagi ya",5,2026-02-25 12:41:34,0,Positif
5fe70382-68f2-42b5-8336-4a777cc76436,Safrina,good job,5,2026-02-25 12:40:46,0,Positif
3ae1e72e-6730-4ed9-87ba-82310fc92972,Ahmad Yunus,DANA fitur nya semua makin bagus,5,2026-02-25 12:38:21,0,Positif
948b972c-cb97-4a67-af37-373388079ea7,Aceng Suroso,dana saya ngag muncul dana cicil nya,5,2026-02-25 12:37:23,0,Positif
7eade551-f3c2-42f7-9b50-b11dfe8dbb38,Maulana Maulana,pelayanan yg baik,5,2026-02-25 12:37:05,0,Positif
200c2877-168c-4383-9e5e-330b40f56399,Isfan New,keren,5,2026-02-25 12:36:29,0,Positif
3dacdc81-2603-40d3-be5a-3de702a686ee,Faiz Zauhari,e-wallet yang terpercaya dan aman😊,5,2026-02-25 12:35:10,0,Positif
73fda65a-f285-4979-847e-67ce17bc296b,Ineu Sukmawati,nice apk,5,2026-02-25 12:33:50,0,Positif
96bd6f86-43e3-4065-a68b-3f9f8995586b,Papa Oyang,Sangat bagus,4,2026-02-25 12:33:39,0,Positif
dac76cfe-17f2-4d77-8151-ff18c97863a0,Muhammad Fajar,"Aplikasi gak bisa kebuka, gak bisa login ke akun dana... Perlu perbaikan lagi aplikasinya min...",1,2026-02-25 12:33:24,0,Negatif
c2255b71-27cf-465d-96f8-3d14b7d4c463,Ramdan yunus,Kurang Puas,4,2026-02-25 12:31:20,0,Positif
046555d3-9687-42ff-aaf4-2894bfb45cb4,Djembar Pudjiman,bagus,5,2026-02-25 12:31:02,0,Positif
41a974d4-25ce-45fd-b0b5-434cf22793e2,Kadek Mangku,baru belajar,5,2026-02-25 12:30:17,0,Positif
6c2373af-17a6-4f3e-8d22-4623d3e94eec,AHAMAD 19,sangat praktis,5,2026-02-25 12:30:13,0,Positif
24eb26c5-91d9-4a52-a842-dd6accac5847,gan GG,tolong di perbaiki lagi. tiap mau masuk ke dana tiba-tiba force close sampe 10x gimana coba. mau transaksi jadi terganggu.,1,2026-02-25 12:29:12,0,Negatif
8a953dfd-d874-4ca4-9e44-14e08c4e940f,STOK : ERIL 21,sangat nyaman,5,2026-02-25 12:26:15,0,Positif
9bea064b-bda4-4b29-867a-6200fc06cb3e,adelia stabila,"ok kalo buat tf dan minta duit, tp tolong DI PERBAIKI LAGI, keseringan TIDAK bisa LOGIN atau lama BUAT MASUK KE DANA, dengan alasan jaringan ini itulah jadi tolonh DI PERBAIKI BIAR GA GITU LG!!!",4,2026-02-25 12:23:03,0,Positif
9018fb16-0377-4327-989f-62b5e67de751,Fera Wati,bagus sangat membantu,4,2026-02-25 12:17:18,0,Positif
4bd33d11-2454-4cef-b2bc-7b24da6e6a20,raina raina79,sangat terbantu sekali semoga limitnya di tambahkan,5,2026-02-25 12:16:32,0,Positif
ab601844-0174-4326-9074-55892d2e6eec,checky,"tolong please, uang aku 240k...aku beli cushion 69k malah sisa 55k...aku sedih uang aku sering hilang kaya gitu, kemarin hari senin hilang 50k padahal aku ga beli apa apa....aku gatau kenapa bisa hilang...padahal uang itu aku nabung 2bulan:(, kecewa:(",1,2026-02-25 12:15:19,0,Negatif
fb63b0b5-0314-4f37-a975-b56567585e0b,Yudha Rofiq,"tanggal 21 februari sy transaksi senilai 928.000 dari akun dana saya ke gopay. status nya berhasil tapi uang nya belum masuk ke gopay!! laporan pertama saya di beritahu bahwa sebenernya transaksi tersebut memang gagal sy di suruh tunggu sekitar 3 hari dan sekarang sudah hari ke 5 udh sy bikin laporan berulang kali tanggapan nya berbeda, udah sukses dan di suruh konfirmasi ke penerima. malah penerima tersbut juga adalah nomor saya sendiri dan tidak ada uang yang masuk!!!! TOLONG! UANG SETORAN SY",1,2026-02-25 12:14:34,0,Negatif
48322a8c-0263-4584-8c17-864f03e50076,Diki Bulin,"Kirain cuman saya aja yg tiba2 logout pas di buka apk nya ternyata semua komenan sama, tolong perbaiki aja lah jgn update terus tapi nyatanya masalah makin parah bikin jengkel aja",5,2026-02-25 12:14:10,0,Positif
3f064c71-6f5a-4f43-a15b-e3ce723ee470,Khayra Rd,mudah n cepat,5,2026-02-25 12:10:35,0,Positif
e866b5a9-ff38-4cfc-a74b-33890b505238,Arfan Rifai,ok,3,2026-02-25 12:09:33,0,Netral
d0b20277-803d-499f-aed9-7314584a8c72,rizal Faried,nice,5,2026-02-25 12:09:09,0,Positif
ed6294fd-1288-4079-8fda-cba3382deb9e,Gusmat Dolop,sudah lunas dana cicil.. sekarang malah nggak muncul lagi.. chat pusat bantuan cuma muter muter jawabannya..haduhhh,5,2026-02-25 12:08:24,0,Positif
f07207dc-db7d-42f9-9a28-dada646bcceb,Sri Dani Haryati,amanah,5,2026-02-25 12:08:23,0,Positif
95171f02-3c52-475f-93eb-8eeef654a46b,Wawan Chaniago,good,5,2026-02-25 12:06:16,0,Positif
98574fe1-9e39-48d9-a037-99095d8e2bac,Rino Agus Saputra,simple,5,2026-02-25 12:02:48,0,Positif
ece377a1-750e-44c5-8406-9d565baf89ce,Juan,sudah lama pake apk DANA tp fiture²nya susah di munculin kaya macam fitur dana cicil. Bintang 1 klo dana cicil dah muncul baru ak kasih bintang 5,1,2026-02-25 12:02:36,1,Negatif
f0ed32e5-73fe-495d-b3e4-91085e7b8b0d,khenzie adnan,top banget,5,2026-02-25 11:58:33,0,Positif
93edd7ae-074f-441f-b0ea-e7fcb399cbb8,Zaen Setiawan,sangat bagus dan membantu banget terima kasih 🥰,5,2026-02-25 11:57:56,0,Positif
66b5aa40-4f47-499a-880b-5ad8fd202315,Rendi Reza16,terbaik,5,2026-02-25 11:57:38,0,Positif
23a1249c-60a3-42c1-96d8-833fed09a189,Tanpa Nama,terlalu banyak bug dan susah saat di buka pasti keluar² sendiri mohon devoloper perbaikin bug nya mana duit gw nyangkut 4jt di situ,1,2026-02-25 11:54:59,0,Negatif
a98a1585-571a-4952-b99b-227f4317c969,Ronald Sion,sangat bagus untuk semua transaksi,5,2026-02-25 11:54:35,0,Positif
a4c49963-4bff-425a-8287-475d01364303,Syofri Anis,hari ini saya baru unduh apl nya baru masukan nomer belum buat pin sudah minta pin saya klik lupa pin di arahkan ke wa dana tapi kok gak ada apa2 lg. bingung,2,2026-02-25 11:51:40,0,Negatif
c773f47a-8ce6-4b10-bab2-232ab6efa9f7,Feri Gunawan,bagus,5,2026-02-25 11:50:59,0,Positif
