id_ulasan,nama_pengguna,isi_ulasan,bintang,tanggal_ulasan,jumlah_like,sentimen,teks_bersih
9fb28097-697d-4f7d-961c-d415f921ad3a,Klw Kendal,sopir,1,2026-02-25 14:54:23,0,Negatif,sopir
ada6f5dc-4341-4dfa-9c2f-8a62a6fa24ed,Sri Yastuti,dana aku suka,5,2026-02-25 14:53:49,0,Positif,dana suka
f0951c81-f371-4466-9c33-2a9621f60146,Bobby slamet,sangat membantu dan mudah digunakan.,5,2026-02-25 14:53:33,0,Positif,bantu mudah
4b6abf09-f50e-4cbd-9cf8-d9545a426c38,jihan Erdawati,"Jangan coba-coba pakai aplikasi ini, uang saya tidak bisa ditarik dan tidak bisa digunakan",1,2026-02-25 14:49:25,0,Negatif,coba coba pakai aplikasi uang tarik
91758490-6d69-4691-a073-c3547bb11ba1,Nurriya Dinnata,semoga amanah terpercaya.,5,2026-02-25 14:49:24,0,Positif,moga amanah percaya
f4db86f1-5377-45fa-8f14-1ae709a0042a,Rapael Mahardika,makasi sangat membantu apliksiya,5,2026-02-25 14:49:20,0,Positif,makas bantu apliksiya
cd2b7ee9-93e4-4952-a52b-866ce198eb66,Ranti Ramadani,ga lagi lagi pake dana banyak malingnya. saldo sering ilang di dana 500rb 100rb. cs nya dimintain bantuan buat kembaliin saldo yg hilang malah gabisa tanggubg jawab.,1,2026-02-25 14:48:40,0,Negatif,pake dana maling saldo ilang dana rb rb cs dimintain bantu kembaliin saldo hilang gabisa tanggubg
a1ba62e8-d544-48da-b185-62bb7ffbdffd,Tupal Sibarani,keren,5,2026-02-25 14:46:41,0,Positif,keren
e4b8148c-42da-428a-a863-f40fb474ef1b,Sivi Artoni,"tiba tiba transfer dikenakan biaya admin,lumayan besar lagi,setelah sekian lama bebas biaya admin👎👎",3,2026-02-25 14:42:05,0,Netral,transfer kena biaya admin lumayan sekian bebas biaya admin
3b6a0cb8-7496-498b-941c-f1d6996f8a54,Achmad Arya Yudhistira,"Saldo saya hilang,, tapi jawaban dari Diani di aplikasi malah gak jelas muter muluk.. aplikasi saya sudah saya upgrade ke premium tapi tak tau kenapa malah jadi non premium, saya coba masukan ulang tapi gagal terus. . dan gak ada solusi dari pihak dana.!!!!!!",1,2026-02-25 14:39:21,0,Negatif,saldo hilang ani aplikasi muter muluk aplikasi upgrade premium non premium coba masuk ulang gagal solusi dana
5da04f90-d184-46c0-8d38-108e33877610,Diky Saputra,cukup membantu,5,2026-02-25 14:36:12,0,Positif,bantu
2b42e893-8d12-4b34-b5d6-4065dce6371d,Ken Mahesa,bagus,5,2026-02-25 14:34:10,0,Positif,bagus
0f8d8b38-2383-4030-9302-48be1142f203,Budak Bod,bguss bet,5,2026-02-25 14:33:37,0,Positif,bguss bet
d436ba66-ec4e-420f-baef-e2fada3c7ec8,Rizal Shakira,biaya admin gak NGOTAK,2,2026-02-25 14:32:52,0,Negatif,biaya admin ngotak
3e400474-6ffd-48ae-8868-3b290cd7e70d,Arifa Vindya,min saya udah upgrade ke dana premium kok tetep gabisa kirim uang ya?,1,2026-02-25 14:32:51,0,Negatif,min upgrade dana premium tetep gabisa kirim uang
6c6e4d1e-3b86-4a18-8f62-f02ec64a1ed8,Didi Djb,apakah saya bisa memakai fitur dana instan kok belum muncul,5,2026-02-25 14:32:51,0,Positif,pakai fitur dana instan muncul
989f33fd-edcd-468a-8924-e1cba0f61df6,Desi Wanta,"transaksi saya setiap bulan tidak pernah di bawah 5 JT ,mohon bantuan agar dana instant di munculkan di akun dana saya.terima kasih",4,2026-02-25 14:31:07,0,Positif,transaksi jt bantu dana instant muncul akun dana terima kasih
14220fb1-e10d-4b41-86bb-d0c3d47e6158,Rien Pramana,mantap,5,2026-02-25 14:30:16,0,Positif,mantap
b6e76612-2575-4c06-b52e-4eed2fd43738,Virgo 12,mantep,5,2026-02-25 14:29:59,0,Positif,mantep
2f07cd2a-f096-4105-90b1-6660d9b406fc,Dimong Dimong,asu,1,2026-02-25 14:27:58,0,Negatif,asu
056b5f09-9b09-4918-8934-cebb9e81b03b,fathurohman fathur,"Hallo, Saya memiliki kendala untuk memindahkan akun premium semua syarat untuk pemindahan akun sudah saya lakukan, kenapa masih ada kendala?",5,2026-02-25 14:27:45,0,Positif,milik kendala pindah akun premium syarat pindah akun laku kendala
ca977429-b941-43f7-bdae-a8d533ff6346,Jelitaa Abigel,sangattt baguss di pakee,5,2026-02-25 14:27:34,0,Positif,sangattt baguss pakee
4f231a0d-ab24-452d-8d31-4b7f0797ab56,Sony Saputra,bagus,5,2026-02-25 14:25:10,0,Positif,bagus
8615600a-cdfa-415f-9a02-a94dc37f6227,rusni rusni,bisa membantu saya,4,2026-02-25 14:23:13,0,Positif,bantu
2fc710f6-6e18-4df5-8b6a-aaddcc11c39a,Bima Joko,harus pakek ktp jadi nya aku kasih bintang 1,1,2026-02-25 14:23:02,0,Negatif,pakek ktp kasih bintang
9d89ae77-c487-44ea-a35d-9edccb82eae0,Meli Meliawati,"memang loading nya lma bener,susah tuk masuk kembangin lgi min biar nyaman",3,2026-02-25 14:22:18,0,Netral,loading lma bener susah tuk kembangin lgi min biar nyaman
35023e64-106d-4120-8cc0-d5658ed711bb,Ni'mal Faqih,"duit gua ilang, gua lapor costumer service kagak paham"" tu bot",1,2026-02-25 14:22:16,0,Negatif,duit gua ilang gua lapor costumer service paham tu bot
88b3f55e-29b3-4932-95dc-86b65ec165cc,Ripall,murah benget,5,2026-02-25 14:21:12,0,Positif,murah benget
de3cf641-c0fe-46de-817b-1b1b207f1f00,DENI WAHYUDIN,ya Aplikasi ini cocok Berguna utk Penyimpanan Uang di Ponsel Androit utk Keluar / Masuk Uang.,5,2026-02-25 14:20:52,0,Positif,aplikasi cocok guna simpan uang ponsel androit uang
ded27bd3-2ccc-4685-b948-63495fefc542,Zona Trans,sangat baik. membantu kerjaan saya,5,2026-02-25 14:20:16,0,Positif,bantu kerja
e537af11-f0e7-4a38-8650-d2e9759d65f8,Edot Etin,bagus,5,2026-02-25 14:20:11,0,Positif,bagus
759fe6e2-4dfe-4fe0-bd55-ed9c1a225aa0,Sultan Muria,e wallet taiikk.... gak setiap apk dana ada fitur dana cicilnya. minta akses fitur dana ciccil ke diana gak bisa juga. pertanyaanya muter2 mulu. mending pake gopay bisa ojol & pesan makanan. e-walet gak ada guna... ngabisin waktu aja..,1,2026-02-25 14:19:20,0,Negatif,wallet taiikk apk dana fitur dana cicil akses fitur dana ciccil ana pertanyaanya muter mulu mending pake gopay ojol pesan makan walet ngabisin waktu
43f8d321-1651-45bd-9fce-671a0641eda7,Evan,woi scam tiba tiba di kick suruh masukin otp ga masuk masuk,1,2026-02-25 14:19:10,0,Negatif,woi scam kick suruh masukin otp
e8d3c523-602a-4ba6-ae66-029c5a816e6a,Syafri Purina,kadang klau login ada kendala,5,2026-02-25 14:18:31,0,Positif,kadang klau login kendala
c652709c-0af3-4f93-b65f-ce3a1d7c0235,Nau Rara,semoga bisa diandalkan amin.,5,2026-02-25 14:18:13,0,Positif,moga andal amin
5d3426f7-557c-43ac-9682-9a587082de46,Febby Hanna,keren,5,2026-02-25 14:17:38,0,Positif,keren
04e9077c-6821-499c-8f44-a3697a7e916f,Robbi'atul Adawiyah,Aplikasinya sudah bagus tapi mengapa QRIS tidak bisa diunduh? padahal saya punya usaha dan memerlukan QRIS untuk mempermudah proses pembayaran 😑 mohon solusinya kak!! 🙏🏻,5,2026-02-25 14:15:08,0,Positif,aplikasi bagus qris unduh usaha qris mudah proses bayar solusi kak
727caca6-c6a7-4d24-b4f1-bf7ed19daac6,Ndaru Ilham,udah dua kali kok Kelong sendiri saldonya,1,2026-02-25 14:12:53,0,Negatif,kelong saldo
ded9bfff-c561-4c3c-a8cf-b6a232c01159,Dita Oktavia,"kenapa notifnya sekarang kek ""tutt"" gitu ya, biasanya tu kan kek ""tulingggg"" kitu ini kok cuma ""tut"" kaya tikus kejepit rusak gitu",2,2026-02-25 14:12:38,0,Negatif,notifnya kek tutt gitu tu kek tulingggg kitu tut kaya tikus jepit rusak gitu
919b5baa-2900-44bd-a00c-d43768566c99,Asril Rull,gampang buat di pakai transaksi,5,2026-02-25 14:11:21,0,Positif,gampang pakai transaksi
9cbee184-2001-4ad0-9cd9-495040066572,Ayu Purnama,sangat puas dengan aplikasi dana ini,5,2026-02-25 14:09:53,0,Positif,puas aplikasi dana
8074aa86-1e8e-433f-8a4a-a193c6444813,Alfiana Aprilia Rahmadini,saldo nyakooooootttt terooosss mana lama lagi baliknya,1,2026-02-25 14:08:00,0,Negatif,saldo nyakooooootttt terooosss balik
fb79093c-a842-45c4-8a6b-20842b739af2,Harusviral,tolong muncul kan fitur dana instan saya,2,2026-02-25 14:07:41,0,Negatif,tolong muncul fitur dana instan
ec7665ac-52f6-43df-9815-6a8038ab2384,Joko Triyono,mantap....cepat prosesnya👍👍👍,5,2026-02-25 14:04:52,0,Positif,mantap cepat proses
1e85122b-3152-4dda-9538-dc1fac2d4cdb,Iwan Ahmad,Bugis bnget,5,2026-02-25 14:04:30,0,Positif,bugis bnget
3bd145ec-f92c-40f6-806f-88376b8bb958,Heny Dwi aseh,tolong kak dana cicil saya tidak pernah muncul padahal saya sering teransaksi,5,2026-02-25 14:04:12,0,Positif,tolong kak dana cicil muncul teransaksi
ea055775-0bf0-4523-b95a-ecbe8ac53d3b,black Orchid,notif apps nya sangat annoying suaranya mengganggu,1,2026-02-25 14:03:48,0,Negatif,notif apps annoying suara ganggu
707a9658-9d0a-49de-8603-5431222b8fff,Fahri Rosyi,opo gak suport hp kentank huhu,5,2026-02-25 14:02:52,0,Positif,opo suport hp kentank huhu
a6780a2d-7699-4e3a-b3ba-9e9368c94317,Fanzy Aditya,ngapa notif nya berisik gajelas bet sekarang kaya scan barang,1,2026-02-25 13:59:59,0,Negatif,ngapa notif berisik gajelas bet kaya scan barang
e59ccfb3-8b9c-4bb8-815f-2291e534ceef,Dedi Ahmad,mohon maaf ..kenapa beberapa hari ini aplikasi ini susah untuk login . dan selalu keluar sendiri ..mohon perbaikannya,5,2026-02-25 13:59:53,0,Positif,maaf aplikasi susah login baik
a495d8f8-5d81-4a75-804f-ffdb5f78e67f,Ahmad Sopian,oke boss kuh....GASSSS terussss pake akun DANA yaaaa.,5,2026-02-25 13:58:03,0,Positif,oke boss kuh gassss terussss pake akun dana yaaaa
52fb385b-09ad-4873-9dd1-c4255b46c4c5,Doni Wijaya,mantap,5,2026-02-25 13:56:50,0,Positif,mantap
589908a7-5989-44d1-846b-72612997f126,Huzai Huzairi,APLIKASI DANA SANGAT MEMBANTU,5,2026-02-25 13:56:31,0,Positif,aplikasi dana bantu
1f1446b4-5ea3-4b16-b5c5-5493662eec19,Mu Adin,seharusnya grafik emas digital bisa di Gonta ganti kaya yang lain pasti bagus,5,2026-02-25 13:54:38,0,Positif,grafik emas digital gonta ganti kaya bagus
546d3efb-2753-4ef2-a56e-520211d6b639,Julia Nisa,keren fitur nya lengkap,5,2026-02-25 13:54:28,0,Positif,keren fitur lengkap
0dbd2c93-d8c6-48cb-9eed-585fa2e0f591,qalby game,"saya membeli premium pass namun hadiah tidak bisa di klaim, aneh sistem eror Mulu tulisan nya",1,2026-02-25 13:54:24,0,Negatif,beli premium pass hadiah klaim aneh sistem eror mulu tulis
73490054-7bfd-43d0-a80d-c64ae957242a,lia lestari,keren,5,2026-02-25 13:53:09,0,Positif,keren
542f7de1-36ee-4123-b24e-caefe8d7615c,Edy Yussar,bagus,5,2026-02-25 13:50:22,0,Positif,bagus
85df2ee0-3983-47ef-9d12-31a4be9aaf3f,Ardi Bakso,puas bnget,5,2026-02-25 13:48:18,0,Positif,puas bnget
c7c918c0-8d90-4318-9383-7e4fcca29320,WULAN Keysha,fitur hapus file berkas transaksi tidak ada,3,2026-02-25 13:44:48,0,Netral,fitur hapus file berkas transaksi
4e227dbd-d6af-4659-92f7-318233056a54,Ike Yuniarti,bagus,5,2026-02-25 13:41:17,0,Positif,bagus
81437be3-f3ca-440b-b552-9d709ebf05f1,Ilhamm Nugraha,sangat membantuu,5,2026-02-25 13:40:39,0,Positif,membantuu
0e088bb5-1594-44a5-ac1d-f2be650a910a,Nanawww,ok,5,2026-02-25 13:39:16,0,Positif,ok
b206015e-5f90-4dcc-b3b2-85bc6b5b6c85,Mas ihsan Gadoh,saldo hilang tidak ada prtanggungjwabpan,1,2026-02-25 13:34:19,0,Negatif,saldo hilang prtanggungjwabpan
754803c6-2888-4260-ad81-efd9b5bf4adf,Winarni Wulandari,dengan dana semua lebih mudah dan praktis,5,2026-02-25 13:33:40,0,Positif,dana mudah praktis
d9ecb4aa-8eca-4008-b526-ece7b5be7fd7,Zainularifin Arifin,ok,2,2026-02-25 13:33:07,0,Negatif,ok
ea3f2e81-3337-4bb7-9168-050006522eb1,Faygar Fay,bguss kali,5,2026-02-25 13:30:36,0,Positif,bguss
f215cdba-cf04-4d0a-83f3-e474a8dd6dc7,Mega Khoirun Nissa,"aplikasi dana bagus dan mempermudah segala transaksi online. tapi sudah 2 bulan ini akun dana saya belum juga diupgrade ke premium pdahal saya sudah mengajukan dana premium dan sampai sekarang statusnya ""dokumen lagi dicek"". dan pas saya mau hapus akun dana malah ditolak",5,2026-02-25 13:30:07,0,Positif,aplikasi dana bagus mudah transaksi online akun dana diupgrade premium pdahal aju dana premium status dokumen cek pas hapus akun dana tolak
3b01e475-ae93-4b02-8c18-921ac09b3674,Pradipata getrano,mntap,4,2026-02-25 13:27:45,0,Positif,mntap
3c54dc7e-e1d8-46dd-bf86-c6665f2e561f,Ganda Ramadan,Kepada pihak dana mengapa saya tidak bisa make dana cicil saya padahal sudah saya bayar kan tolong di aktifkan kembali fitur nya,2,2026-02-25 13:25:53,0,Negatif,dana make dana cicil bayar tolong aktif fitur
9e3148aa-ca3c-44f0-8cfe-ab85b0934ffc,Yupahrizal Yupah,"cepat, simple, aman",5,2026-02-25 13:25:28,0,Positif,cepat simple aman
e13926c1-e87a-4191-b44d-1e44f570c5ef,Toni Toni toni,sangat bagus,5,2026-02-25 13:23:44,0,Positif,bagus
97cf5166-8dbf-40fa-88f3-6feab817b183,Maulana Maulana,"apk t4i,tiap hari minta update",1,2026-02-25 13:23:12,0,Negatif,apk ti update
bd0a5487-f22a-4ec4-ade9-5d535c48bf2c,Zahira rahmat Azzahra,bagus,5,2026-02-25 13:20:35,0,Positif,bagus
8c6d281f-f295-490f-ae8d-11f25bac2e9d,Semangat 112,baikk,5,2026-02-25 13:20:29,0,Positif,baikk
27d7cb27-bb5f-492e-b93b-7882a73e475a,Lila Akbar,sangat bgs,5,2026-02-25 13:19:56,0,Positif,bgs
834b8e4c-1c99-42eb-9491-2c7aef37398e,Saripah Saepudin,pengusaha,5,2026-02-25 13:18:48,0,Positif,usaha
f304d17f-7ba1-46e1-9f2e-4e2361bc5ad2,クリスティアンティデボラ,permisi. saat ingin daftar aplikasi dana kenapa tidak bisa masuk...? tolong di permudah.,1,2026-02-25 13:18:02,0,Negatif,permisi daftar aplikasi dana tolong mudah
32aee5eb-4c8b-4c18-bc9c-54e03ab63f53,Sugandi Sugandi,mantap lancar sukses,5,2026-02-25 13:16:38,0,Positif,mantap lancar sukses
c5c5a8e9-0726-413c-b8f2-1cbebd278e69,bayu setyawan,"sering eror terus, jaringan lacnar aja, giliran buka dana malahh gabisa",1,2026-02-25 13:15:58,0,Negatif,eror jaring lacnar gilir buka dana malahh gabisa
4cda327f-18d2-45f2-83ca-77501606961b,Gunawan Igun,mantaap,5,2026-02-25 13:15:02,0,Positif,mantaap
f81823dd-2ce6-49ea-b544-43bb67a45293,Sandri Clauu,kirim uang ku ke rek gak bisa,5,2026-02-25 13:12:42,0,Positif,kirim uang ku rek
8d193b6a-b75b-4b52-93bf-971e22e41af3,Rafly Styawan,sangt bagus puas,5,2026-02-25 13:10:31,0,Positif,sangt bagus puas
e9744e40-ec4d-4c37-9818-561e34d07c3d,Wawan Juanda,mantap brayy,5,2026-02-25 13:10:31,0,Positif,mantap brayy
7fb03d45-7f57-49a2-bd8a-06055cb050c7,Tri Enissanti,bagus,5,2026-02-25 13:10:10,0,Positif,bagus
15fbafca-5926-4534-a11c-024355016a75,Har Yana,"aplikasi ga jelas,duit suka tiba tiba ilang",1,2026-02-25 13:10:05,0,Negatif,aplikasi duit suka ilang
e444910d-8666-4b3b-bc58-93c9c6649df9,Arief Cah porjo,sangat puas,5,2026-02-25 13:06:49,0,Positif,puas
d7a9e6ff-5681-4965-b32c-5f21d12be83e,Abd Kadir Bahrun,aktifkan dana cicil saya dong,2,2026-02-25 13:05:32,0,Negatif,aktif dana cicil
ffbff0c6-ad52-4916-afea-93180db7ec88,Lila Yuni Widya ningsih,sangat membantu pembiayaan,5,2026-02-25 13:04:11,0,Positif,bantu biaya
9bf32e98-1051-41ce-83bf-cb25c36e8a74,Abdul Salam Ghozali,"Saya kecewa, karena akun DANA dipergunakan untuk berbagai macam tindak pidana kejahatan/penipuan. Saya sudah lapor ke pihak DANA, namun sepertinya tidak ada solusinya. Secara tidak langsung, DANA mendukung praktek penipuan dari orang2 yang tidak bertanggung jawab.",1,2026-02-25 13:02:41,0,Negatif,kecewa akun dana tindak pidana jahat tipu lapor dana solusi dana dukung praktek tipu tanggung
34cc22d7-a52c-4a88-bc53-03ec4bba1fb3,Nurhayati,bagus,5,2026-02-25 13:01:14,0,Positif,bagus
849588d9-f0e5-48a0-9937-ec4da48ccf75,Basori,Aplikasi DANA memang bisa membantu 👍,5,2026-02-25 13:00:41,0,Positif,aplikasi dana bantu
978df35c-a466-4630-ac5a-8d020d4edb05,Darissaris Saris,saya menyukai ini,5,2026-02-25 13:00:35,0,Positif,suka
e984e7d3-cad8-4b98-96e6-1708ac87bfaa,Dede Lekik,bagus,1,2026-02-25 12:59:51,0,Negatif,bagus
6a0cfaaf-019e-4096-a255-b8d44637575e,Marcel Kompani,sudah 3 bulan saya chat Diana hlp minta akseskan dana cicil,5,2026-02-25 12:58:24,0,Positif,chat ana hlp akses dana cicil
ff676dda-10e8-499c-9f1a-5d6ca686cdbc,Sky,eventnya ngebug mulu gk bisa diclaim,2,2026-02-25 12:57:07,0,Negatif,eventnya ngebug mulu diclaim
d37754d9-d597-4961-a0a3-9b8e41d8f9b6,David Alilo,bagus,5,2026-02-25 12:55:51,0,Positif,bagus
eacfccbd-0efa-45a9-97f5-924343e31a52,Andri saputra,"update terus,,, limit dana cicil tidak tersedia,,,, limit dana cicil ada tapi tidak bisa di gunakan sudah 5 bulan,,,,kocak",1,2026-02-25 12:55:49,0,Negatif,update limit dana cicil sedia limit dana cicil kocak
28e45aeb-a182-4d7a-a862-1d9ea8f2a5c7,Azis Rahadika,ok,5,2026-02-25 12:53:32,0,Positif,ok
f54d83f1-b71e-4382-a773-c0c0e8f8ff75,Kentir Ketulungan,Mantap,5,2026-02-25 12:50:29,0,Positif,mantap
240b2f28-2d8c-43ff-a9c0-a0caac44a39f,Jaro Mauda,mantep,5,2026-02-25 12:49:05,0,Positif,mantep
b7a7fc49-7557-44c2-b0d2-a3f95215b2ce,Griya Mawar,mantap,4,2026-02-25 12:46:34,0,Positif,mantap
d6035c10-cbc2-4017-94f8-3e307847c280,Mutiara Alecia,mantap,5,2026-02-25 12:44:51,0,Positif,mantap
bc60fecf-fbee-4406-bcbd-e11ce683d302,Henny Susanti,sangat sangat memudahkan kita untuk TF Keman aja,5,2026-02-25 12:41:54,0,Positif,mudah tf keman
e7882ed6-1922-4295-996e-ca1b633246a1,Hamidah Sahbirin,"kami kasih bintang terbanyak, jaga akun kami dengan baik lagi ya",5,2026-02-25 12:41:34,0,Positif,kasih bintang jaga akun
5fe70382-68f2-42b5-8336-4a777cc76436,Safrina,good job,5,2026-02-25 12:40:46,0,Positif,good job
3ae1e72e-6730-4ed9-87ba-82310fc92972,Ahmad Yunus,DANA fitur nya semua makin bagus,5,2026-02-25 12:38:21,0,Positif,dana fitur bagus
948b972c-cb97-4a67-af37-373388079ea7,Aceng Suroso,dana saya ngag muncul dana cicil nya,5,2026-02-25 12:37:23,0,Positif,dana ngag muncul dana cicil
7eade551-f3c2-42f7-9b50-b11dfe8dbb38,Maulana Maulana,pelayanan yg baik,5,2026-02-25 12:37:05,0,Positif,layan
200c2877-168c-4383-9e5e-330b40f56399,Isfan New,keren,5,2026-02-25 12:36:29,0,Positif,keren
3dacdc81-2603-40d3-be5a-3de702a686ee,Faiz Zauhari,e-wallet yang terpercaya dan aman😊,5,2026-02-25 12:35:10,0,Positif,wallet percaya aman
73fda65a-f285-4979-847e-67ce17bc296b,Ineu Sukmawati,nice apk,5,2026-02-25 12:33:50,0,Positif,nice apk
96bd6f86-43e3-4065-a68b-3f9f8995586b,Papa Oyang,Sangat bagus,4,2026-02-25 12:33:39,0,Positif,bagus
dac76cfe-17f2-4d77-8151-ff18c97863a0,Muhammad Fajar,"Aplikasi gak bisa kebuka, gak bisa login ke akun dana... Perlu perbaikan lagi aplikasinya min...",1,2026-02-25 12:33:24,0,Negatif,aplikasi buka login akun dana baik aplikasi min
c2255b71-27cf-465d-96f8-3d14b7d4c463,Ramdan yunus,Kurang Puas,4,2026-02-25 12:31:20,0,Positif,puas
046555d3-9687-42ff-aaf4-2894bfb45cb4,Djembar Pudjiman,bagus,5,2026-02-25 12:31:02,0,Positif,bagus
41a974d4-25ce-45fd-b0b5-434cf22793e2,Kadek Mangku,baru belajar,5,2026-02-25 12:30:17,0,Positif,ajar
6c2373af-17a6-4f3e-8d22-4623d3e94eec,AHAMAD 19,sangat praktis,5,2026-02-25 12:30:13,0,Positif,praktis
24eb26c5-91d9-4a52-a842-dd6accac5847,gan GG,tolong di perbaiki lagi. tiap mau masuk ke dana tiba-tiba force close sampe 10x gimana coba. mau transaksi jadi terganggu.,1,2026-02-25 12:29:12,0,Negatif,tolong baik dana force close sampe coba transaksi ganggu
8a953dfd-d874-4ca4-9e44-14e08c4e940f,STOK : ERIL 21,sangat nyaman,5,2026-02-25 12:26:15,0,Positif,nyaman
9bea064b-bda4-4b29-867a-6200fc06cb3e,adelia stabila,"ok kalo buat tf dan minta duit, tp tolong DI PERBAIKI LAGI, keseringan TIDAK bisa LOGIN atau lama BUAT MASUK KE DANA, dengan alasan jaringan ini itulah jadi tolonh DI PERBAIKI BIAR GA GITU LG!!!",4,2026-02-25 12:23:03,0,Positif,ok tf duit tolong baik sering login dana alas jaring tolonh baik biar gitu
9018fb16-0377-4327-989f-62b5e67de751,Fera Wati,bagus sangat membantu,4,2026-02-25 12:17:18,0,Positif,bagus bantu
4bd33d11-2454-4cef-b2bc-7b24da6e6a20,raina raina79,sangat terbantu sekali semoga limitnya di tambahkan,5,2026-02-25 12:16:32,0,Positif,bantu moga limit tambah
ab601844-0174-4326-9074-55892d2e6eec,checky,"tolong please, uang aku 240k...aku beli cushion 69k malah sisa 55k...aku sedih uang aku sering hilang kaya gitu, kemarin hari senin hilang 50k padahal aku ga beli apa apa....aku gatau kenapa bisa hilang...padahal uang itu aku nabung 2bulan:(, kecewa:(",1,2026-02-25 12:15:19,0,Negatif,tolong please uang beli cushion sisa sedih uang hilang kaya gitu kemarin senin hilang beli gatau hilang uang nabung kecewa
fb63b0b5-0314-4f37-a975-b56567585e0b,Yudha Rofiq,"tanggal 21 februari sy transaksi senilai 928.000 dari akun dana saya ke gopay. status nya berhasil tapi uang nya belum masuk ke gopay!! laporan pertama saya di beritahu bahwa sebenernya transaksi tersebut memang gagal sy di suruh tunggu sekitar 3 hari dan sekarang sudah hari ke 5 udh sy bikin laporan berulang kali tanggapan nya berbeda, udah sukses dan di suruh konfirmasi ke penerima. malah penerima tersbut juga adalah nomor saya sendiri dan tidak ada uang yang masuk!!!! TOLONG! UANG SETORAN SY",1,2026-02-25 12:14:34,0,Negatif,tanggal februari transaksi nila akun dana gopay status hasil uang gopay lapor beritahu sebenernya transaksi gagal suruh tunggu bikin lapor ulang tanggap beda sukses suruh konfirmasi terima terima tersbut nomor uang tolong uang setor
48322a8c-0263-4584-8c17-864f03e50076,Diki Bulin,"Kirain cuman saya aja yg tiba2 logout pas di buka apk nya ternyata semua komenan sama, tolong perbaiki aja lah jgn update terus tapi nyatanya masalah makin parah bikin jengkel aja",5,2026-02-25 12:14:10,0,Positif,kirain cuman logout pas buka apk komenan tolong baik update parah bikin jengkel
3f064c71-6f5a-4f43-a15b-e3ce723ee470,Khayra Rd,mudah n cepat,5,2026-02-25 12:10:35,0,Positif,mudah cepat
e866b5a9-ff38-4cfc-a74b-33890b505238,Arfan Rifai,ok,3,2026-02-25 12:09:33,0,Netral,ok
d0b20277-803d-499f-aed9-7314584a8c72,rizal Faried,nice,5,2026-02-25 12:09:09,0,Positif,nice
ed6294fd-1288-4079-8fda-cba3382deb9e,Gusmat Dolop,sudah lunas dana cicil.. sekarang malah nggak muncul lagi.. chat pusat bantuan cuma muter muter jawabannya..haduhhh,5,2026-02-25 12:08:24,0,Positif,lunas dana cicil muncul chat pusat bantu muter muter jawab haduhhh
f07207dc-db7d-42f9-9a28-dada646bcceb,Sri Dani Haryati,amanah,5,2026-02-25 12:08:23,0,Positif,amanah
95171f02-3c52-475f-93eb-8eeef654a46b,Wawan Chaniago,good,5,2026-02-25 12:06:16,0,Positif,good
98574fe1-9e39-48d9-a037-99095d8e2bac,Rino Agus Saputra,simple,5,2026-02-25 12:02:48,0,Positif,simple
ece377a1-750e-44c5-8406-9d565baf89ce,Juan,sudah lama pake apk DANA tp fiture²nya susah di munculin kaya macam fitur dana cicil. Bintang 1 klo dana cicil dah muncul baru ak kasih bintang 5,1,2026-02-25 12:02:36,1,Negatif,pake apk dana fiturenya susah munculin kaya fitur dana cicil bintang dana cicil dah muncul ak kasih bintang
f0ed32e5-73fe-495d-b3e4-91085e7b8b0d,khenzie adnan,top banget,5,2026-02-25 11:58:33,0,Positif,top
93edd7ae-074f-441f-b0ea-e7fcb399cbb8,Zaen Setiawan,sangat bagus dan membantu banget terima kasih 🥰,5,2026-02-25 11:57:56,0,Positif,bagus bantu terima kasih
66b5aa40-4f47-499a-880b-5ad8fd202315,Rendi Reza16,terbaik,5,2026-02-25 11:57:38,0,Positif,baik
23a1249c-60a3-42c1-96d8-833fed09a189,Tanpa Nama,terlalu banyak bug dan susah saat di buka pasti keluar² sendiri mohon devoloper perbaikin bug nya mana duit gw nyangkut 4jt di situ,1,2026-02-25 11:54:59,0,Negatif,bug susah buka devoloper perbaikin bug duit nyangkut jt situ
a98a1585-571a-4952-b99b-227f4317c969,Ronald Sion,sangat bagus untuk semua transaksi,5,2026-02-25 11:54:35,0,Positif,bagus transaksi
a4c49963-4bff-425a-8287-475d01364303,Syofri Anis,hari ini saya baru unduh apl nya baru masukan nomer belum buat pin sudah minta pin saya klik lupa pin di arahkan ke wa dana tapi kok gak ada apa2 lg. bingung,2,2026-02-25 11:51:40,0,Negatif,unduh apl masuk nomer pin pin klik lupa pin arah wa dana bingung
c773f47a-8ce6-4b10-bab2-232ab6efa9f7,Feri Gunawan,bagus,5,2026-02-25 11:50:59,0,Positif,bagus
42f8da1b-7262-4af5-a7fd-ddec3ad8ef8b,Warni Yati,sangat membantu,5,2026-02-25 11:49:55,0,Positif,bantu
8778333c-1163-40e0-bfde-c42134689752,Yoga& Risma_,dana cicil kok blom tersedia,5,2026-02-25 11:46:50,0,Positif,dana cicil sedia
2bca31f3-096d-4efa-8a90-acf97a199dfa,Dwi Angga,lancar terpercaya,5,2026-02-25 11:45:52,0,Positif,lancar percaya
8fdadbeb-b256-4863-9327-a5211a84a69d,Hendri09 Toye09,kenapa pas bagian klaim reward selalu lag atau eror? sengaja ya biar gak bisa diklaim 😐,3,2026-02-25 11:45:02,0,Netral,pas klaim reward lag eror sengaja biar klaim
